memset = .init:0x80003100; // type:function size:0x30 scope:global
LBL_STRUCT_FLOAT_2122 = .sdata2:0x805E14B0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2123 = .sdata2:0x805E14B4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2124 = .sdata2:0x805E14B8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2125 = .sdata2:0x805E14BC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2126 = .sdata2:0x805E14C0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2127 = .sdata2:0x805E14C4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2128 = .sdata2:0x805E14C8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2129 = .sdata2:0x805E14CC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2130 = .sdata2:0x805E14D0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2131 = .sdata2:0x805E14D4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2132 = .sdata2:0x805E14D8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2133 = .sdata2:0x805E14DC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2134 = .sdata2:0x805E14E0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2135 = .sdata2:0x805E14E4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2136 = .sdata2:0x805E14E8; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_258 = .sdata2:0x805E14F0; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2137 = .sdata2:0x805E14F8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2138 = .sdata2:0x805E14FC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2139 = .sdata2:0x805E1500; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2140 = .sdata2:0x805E1504; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2141 = .sdata2:0x805E1508; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2142 = .sdata2:0x805E150C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2143 = .sdata2:0x805E1510; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2144 = .sdata2:0x805E1514; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2145 = .sdata2:0x805E1518; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2146 = .sdata2:0x805E151C; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_259 = .sdata2:0x805E1520; // type:object size:0x8 data:double
LBL_STRUCT_DOUBLE_260 = .sdata2:0x805E1528; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2147 = .sdata2:0x805E1530; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2148 = .sdata2:0x805E1534; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2149 = .sdata2:0x805E1538; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_261 = .sdata2:0x805E1540; // type:object size:0x8 data:double
LBL_STRUCT_DOUBLE_262 = .sdata2:0x805E1548; // type:object size:0x8 data:double
LBL_STRUCT_DOUBLE_263 = .sdata2:0x805E1550; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2150 = .sdata2:0x805E1558; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2151 = .sdata2:0x805E155C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2152 = .sdata2:0x805E1560; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2153 = .sdata2:0x805E1564; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2154 = .sdata2:0x805E1568; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2155 = .sdata2:0x805E156C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2156 = .sdata2:0x805E1570; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_264 = .sdata2:0x805E1578; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2157 = .sdata2:0x805E1580; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2158 = .sdata2:0x805E1584; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_265 = .sdata2:0x805E1588; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2159 = .sdata2:0x805E1590; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2160 = .sdata2:0x805E1594; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2161 = .sdata2:0x805E1598; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2162 = .sdata2:0x805E159C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2163 = .sdata2:0x805E15A0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2164 = .sdata2:0x805E15A4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2165 = .sdata2:0x805E15A8; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2166 = .sdata2:0x805E15B0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2167 = .sdata2:0x805E15B4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2168 = .sdata2:0x805E15B8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2169 = .sdata2:0x805E15BC; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_266 = .sdata2:0x805E15C0; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2170 = .sdata2:0x805E15C8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2171 = .sdata2:0x805E15CC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2172 = .sdata2:0x805E15D0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2173 = .sdata2:0x805E15D4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2174 = .sdata2:0x805E15D8; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_267 = .sdata2:0x805E15E0; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2175 = .sdata2:0x805E15E8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2176 = .sdata2:0x805E15EC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2177 = .sdata2:0x805E15F0; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2178 = .sdata2:0x805E15F8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2179 = .sdata2:0x805E15FC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2180 = .sdata2:0x805E1600; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2181 = .sdata2:0x805E1604; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2182 = .sdata2:0x805E1608; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2183 = .sdata2:0x805E160C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2184 = .sdata2:0x805E1610; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2185 = .sdata2:0x805E1614; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2186 = .sdata2:0x805E1618; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2187 = .sdata2:0x805E1620; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2188 = .sdata2:0x805E1624; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2189 = .sdata2:0x805E1628; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2190 = .sdata2:0x805E162C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2191 = .sdata2:0x805E1630; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2192 = .sdata2:0x805E1634; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2193 = .sdata2:0x805E1638; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2194 = .sdata2:0x805E163C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2195 = .sdata2:0x805E1640; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2196 = .sdata2:0x805E1644; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2197 = .sdata2:0x805E1648; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2198 = .sdata2:0x805E164C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2199 = .sdata2:0x805E1650; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2200 = .sdata2:0x805E1654; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2201 = .sdata2:0x805E1658; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2202 = .sdata2:0x805E165C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2203 = .sdata2:0x805E1660; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2204 = .sdata2:0x805E1664; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2205 = .sdata2:0x805E1668; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2206 = .sdata2:0x805E1670; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2207 = .sdata2:0x805E1674; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2208 = .sdata2:0x805E1678; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2209 = .sdata2:0x805E167C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2210 = .sdata2:0x805E1680; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2211 = .sdata2:0x805E1688; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2212 = .sdata2:0x805E168C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2213 = .sdata2:0x805E1690; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2214 = .sdata2:0x805E1694; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2215 = .sdata2:0x805E1698; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2216 = .sdata2:0x805E169C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2217 = .sdata2:0x805E16A0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2218 = .sdata2:0x805E16A4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2219 = .sdata2:0x805E16A8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2220 = .sdata2:0x805E16AC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2221 = .sdata2:0x805E16B0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2222 = .sdata2:0x805E16B4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2223 = .sdata2:0x805E16B8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2224 = .sdata2:0x805E16BC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2225 = .sdata2:0x805E16C0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2226 = .sdata2:0x805E16C4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2227 = .sdata2:0x805E16C8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2228 = .sdata2:0x805E16CC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2229 = .sdata2:0x805E16D0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2230 = .sdata2:0x805E16D4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2231 = .sdata2:0x805E16D8; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2232 = .sdata2:0x805E16E0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2233 = .sdata2:0x805E16E4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2234 = .sdata2:0x805E16E8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2235 = .sdata2:0x805E16EC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2236 = .sdata2:0x805E16F0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2237 = .sdata2:0x805E16F4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2238 = .sdata2:0x805E16F8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2239 = .sdata2:0x805E16FC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2240 = .sdata2:0x805E1700; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2241 = .sdata2:0x805E1704; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2242 = .sdata2:0x805E1708; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2243 = .sdata2:0x805E170C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2244 = .sdata2:0x805E1710; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2245 = .sdata2:0x805E1714; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2246 = .sdata2:0x805E1718; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2247 = .sdata2:0x805E171C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2248 = .sdata2:0x805E1720; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2249 = .sdata2:0x805E1724; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2250 = .sdata2:0x805E1728; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2251 = .sdata2:0x805E172C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2252 = .sdata2:0x805E1730; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2253 = .sdata2:0x805E1734; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2254 = .sdata2:0x805E1738; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2255 = .sdata2:0x805E173C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2256 = .sdata2:0x805E1740; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2257 = .sdata2:0x805E1744; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2258 = .sdata2:0x805E1748; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2259 = .sdata2:0x805E174C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2260 = .sdata2:0x805E1750; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2261 = .sdata2:0x805E1758; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2262 = .sdata2:0x805E175C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2263 = .sdata2:0x805E1760; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2264 = .sdata2:0x805E1764; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2265 = .sdata2:0x805E1768; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2266 = .sdata2:0x805E1770; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2267 = .sdata2:0x805E1774; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2268 = .sdata2:0x805E1778; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2269 = .sdata2:0x805E177C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2270 = .sdata2:0x805E1780; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2271 = .sdata2:0x805E1784; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2272 = .sdata2:0x805E1788; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2273 = .sdata2:0x805E178C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2274 = .sdata2:0x805E1790; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2275 = .sdata2:0x805E1794; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2276 = .sdata2:0x805E1798; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2277 = .sdata2:0x805E179C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2278 = .sdata2:0x805E17A0; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2279 = .sdata2:0x805E17A8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2280 = .sdata2:0x805E17AC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2281 = .sdata2:0x805E17B0; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2282 = .sdata2:0x805E17B8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2283 = .sdata2:0x805E17BC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2284 = .sdata2:0x805E17C0; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2285 = .sdata2:0x805E17C8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2286 = .sdata2:0x805E17CC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2287 = .sdata2:0x805E17D0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2288 = .sdata2:0x805E17D4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2289 = .sdata2:0x805E17D8; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2290 = .sdata2:0x805E17E0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2291 = .sdata2:0x805E17E4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2292 = .sdata2:0x805E17E8; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2293 = .sdata2:0x805E17F0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2294 = .sdata2:0x805E17F4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2295 = .sdata2:0x805E17F8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2296 = .sdata2:0x805E17FC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2297 = .sdata2:0x805E1800; // type:object size:0x8 data:float
LBL_STRUCT_FLOAT_2298 = .sdata2:0x805E1808; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2299 = .sdata2:0x805E180C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2300 = .sdata2:0x805E1810; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2301 = .sdata2:0x805E1814; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2302 = .sdata2:0x805E1818; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2303 = .sdata2:0x805E181C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2304 = .sdata2:0x805E1820; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2305 = .sdata2:0x805E1824; // type:object size:0x4 data:float
LBL_STRUCT_DOUBLE_268 = .sdata2:0x805E1828; // type:object size:0x8 data:double
LBL_STRUCT_FLOAT_2306 = .sdata2:0x805E1830; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2307 = .sdata2:0x805E1834; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2308 = .sdata2:0x805E1838; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2309 = .sdata2:0x805E183C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2310 = .sdata2:0x805E1840; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2311 = .sdata2:0x805E1844; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2312 = .sdata2:0x805E1848; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2313 = .sdata2:0x805E184C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2314 = .sdata2:0x805E1850; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2315 = .sdata2:0x805E1854; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2316 = .sdata2:0x805E1858; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2317 = .sdata2:0x805E185C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2318 = .sdata2:0x805E1860; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2319 = .sdata2:0x805E1864; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2320 = .sdata2:0x805E1868; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2321 = .sdata2:0x805E186C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2322 = .sdata2:0x805E1870; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2323 = .sdata2:0x805E1874; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2324 = .sdata2:0x805E1878; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2325 = .sdata2:0x805E187C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2326 = .sdata2:0x805E1880; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2327 = .sdata2:0x805E1884; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2328 = .sdata2:0x805E1888; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2329 = .sdata2:0x805E188C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2330 = .sdata2:0x805E1890; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2331 = .sdata2:0x805E1894; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2332 = .sdata2:0x805E1898; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2333 = .sdata2:0x805E189C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2334 = .sdata2:0x805E18A0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2335 = .sdata2:0x805E18A4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2336 = .sdata2:0x805E18A8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2337 = .sdata2:0x805E18AC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2338 = .sdata2:0x805E18B0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2339 = .sdata2:0x805E18B4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2340 = .sdata2:0x805E18B8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2341 = .sdata2:0x805E18BC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2342 = .sdata2:0x805E18C0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2343 = .sdata2:0x805E18C4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2344 = .sdata2:0x805E18C8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2345 = .sdata2:0x805E18CC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2346 = .sdata2:0x805E18D0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2347 = .sdata2:0x805E18D4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2348 = .sdata2:0x805E18D8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2349 = .sdata2:0x805E18DC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2350 = .sdata2:0x805E18E0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2351 = .sdata2:0x805E18E4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2352 = .sdata2:0x805E18E8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2353 = .sdata2:0x805E18EC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2354 = .sdata2:0x805E18F0; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2355 = .sdata2:0x805E18F4; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2356 = .sdata2:0x805E18F8; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2357 = .sdata2:0x805E18FC; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2358 = .sdata2:0x805E1900; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2359 = .sdata2:0x805E1904; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2360 = .sdata2:0x805E1908; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2361 = .sdata2:0x805E190C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2362 = .sdata2:0x805E1910; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2363 = .sdata2:0x805E1914; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2364 = .sdata2:0x805E1918; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2365 = .sdata2:0x805E191C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2366 = .sdata2:0x805E1920; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2367 = .sdata2:0x805E1924; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2368 = .sdata2:0x805E1928; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2369 = .sdata2:0x805E192C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2370 = .sdata2:0x805E1930; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2371 = .sdata2:0x805E1934; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2372 = .sdata2:0x805E1938; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2373 = .sdata2:0x805E193C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2374 = .sdata2:0x805E1940; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2375 = .sdata2:0x805E1944; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2376 = .sdata2:0x805E1948; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2377 = .sdata2:0x805E194C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2378 = .sdata2:0x805E1950; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2379 = .sdata2:0x805E1954; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2380 = .sdata2:0x805E1958; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2381 = .sdata2:0x805E195C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2382 = .sdata2:0x805E1960; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2383 = .sdata2:0x805E1964; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2384 = .sdata2:0x805E1968; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2385 = .sdata2:0x805E196C; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2386 = .sdata2:0x805E1970; // type:object size:0x4 data:float
LBL_STRUCT_FLOAT_2387 = .sdata2:0x805E1974; // type:object size:0x4 data:float
